INSTNM,CITY,STABBR,UGDS,PCTPELL
Carteret Community College,Morehead City,NC,1529,0.5183
Wyo Tech-Blairsville,Blairsville,PA,2026,0.5182
North Carolina A & T State University,Greensboro,NC,8842,0.5181
California State University-Los Angeles,Los Angeles,CA,16009,0.5181
Lackawanna College,Scranton,PA,1405,0.5181
Saint Peter's College,Jersey City,NJ,2254,0.5181
Barry University,Miami,FL,4284,0.5181
Northeast State Community College,Blountville,TN,5052,0.518
Nyack College,Nyack,NY,2109,0.5179
Chattahoochee Valley Community College,Phenix City,AL,1553,0.5179
Gateway Technical College,Kenosha,WI,7789,0.5179
Pitt Community College,Winterville,NC,8055,0.5176
Porter and Chester Institute,Stratford,CT,2845,0.5175
Albertus Magnus College,New Haven,CT,1355,0.5175
Carl Sandburg College,Galesburg,IL,1870,0.5174
Southwestern Assemblies of God University,Waxahachie,TX,1691,0.5173
Merced College,Merced,CA,9481,0.5172
Milwaukee Area Technical College,Milwaukee,WI,16172,0.5172
Atlantic Cape Community College,Mays Landing,NJ,6906,0.5171
Miami University-Middletown,Middletown,OH,1916,0.517
The Art Institute of Phoenix,Phoenix,AZ,1126,0.5169
University of Dubuque,Dubuque,IA,1687,0.5169
Randolph Community College,Asheboro,NC,2783,0.5169
Bethel College-Indiana,Mishawaka,IN,1579,0.5169
DeVry University-New Jersey,North Brunswick,NJ,1656,0.5168
Baker College of Allen Park,Allen Park,MI,2522,0.5166
Southern Arkansas University Main Campus,Magnolia,AR,2516,0.5165
Eastwick College,Ramsey,NJ,1292,0.5165
City Colleges of Chicago-Harold Washington College,Chicago,IL,8752,0.5165
Holyoke Community College,Holyoke,MA,6370,0.5165
Gogebic Community College,Ironwood,MI,1134,0.5164
Lincoln Memorial University,Harrogate,TN,1770,0.5164
University of Memphis,Memphis,TN,16748,0.5163
The Illinois Institute of Art-Schaumburg,Schaumburg,IL,1066,0.5162
Humboldt State University,Arcata,CA,7748,0.5162
Clayton State University,Morrow,GA,6109,0.5161
Limestone College,Gaffney,SC,3308,0.5161
California State University-Fresno,Fresno,CA,18784,0.5161
Berkshire Community College,Pittsfield,MA,2158,0.5161
Miami Dade College,Miami,FL,61684,0.5161
Piedmont Community College,Roxboro,NC,1338,0.516
Mid Michigan Community College,Harrison,MI,3098,0.516
Arkansas Northeastern College,Blytheville,AR,1672,0.5159
Regent University,Virginia Beach,VA,2220,0.5156
Le Cordon Bleu College of Culinary Arts-Chicago,Chicago,IL,1293,0.5155
Everest Institute-Bissonnet,Houston,TX,1293,0.5155
The Art Institute of Phoenix,Phoenix,AZ,1291,0.5155
Georgia Highlands College,Rome,GA,5324,0.5155
Collins College,Phoenix,AZ,1171,0.5154
University of Puerto Rico-Rio Piedras Campus,Rio Piedras,PR,15344,0.5154
College of Mount Saint Vincent,Bronx,NY,1659,0.5154
Heald College-Honolulu,Honolulu,HI,1070,0.5152
City Colleges of Chicago-Olive-Harvey College,Chicago,IL,4151,0.5152
Southern Arkansas University Main Campus,Magnolia,AR,2640,0.5152
Spelman College,Atlanta,GA,2129,0.5152
SUNY College of Technology at Alfred,Alfred,NY,3461,0.5149
Universal Technical Institute of Arizona Inc,Avondale,AZ,2529,0.5148
New River Community and Technical College,Beckley,WV,2024,0.5148
Herkimer County Community College,Herkimer,NY,2648,0.5148
Georgia State University,Atlanta,GA,23957,0.5147
Isothermal Community College,Spindale,NC,2432,0.5147
Hocking College,Nelsonville,OH,5631,0.5146
CUNY Medgar Evers College,Brooklyn,NY,5707,0.5144
George C Wallace State Community College-Hanceville,Hanceville,AL,4960,0.5144
St Mary's University,San Antonio,TX,2390,0.5144
Stevens-Henager College-Murray,Murray,UT,4083,0.5143
Bay State College,Boston,MA,1196,0.5143
Trinity Washington University,Washington,DC,1355,0.5142
Northeast Alabama Community College,Rainsville,AL,2960,0.5141
Middle Georgia State College,Macon,GA,7164,0.5141
Bethel College-Mishawaka,Mishawaka,IN,1867,0.514
Tennessee State University,Nashville,TN,6284,0.5139
Mary Baldwin College,Staunton,VA,1374,0.5138
TESST College of Technology-Baltimore,Baltimore,MD,1049,0.5137
Laredo Community College,Laredo,TX,9462,0.5137
ATI Career Training Center-North Richland Hills,North Richland Hills,TX,2218,0.5137
Montcalm Community College,Sidney,MI,2005,0.5135
University of Arkansas-Fort Smith,Fort Smith,AR,6817,0.5135
Western New Mexico University,Silver City,NM,2141,0.5135
Baton Rouge Community College,Baton Rouge,LA,7263,0.5135
Lincoln Memorial University,Harrogate,TN,1754,0.5134
Lincoln Technical Institute,Lincoln,RI,1229,0.5133
Ohio University-Chillicothe Campus,Chillicothe,OH,2209,0.5133
Blackhawk Technical College,Janesville,WI,3263,0.5133
Bay Path College,Longmeadow,MA,1571,0.5133
Northeast Texas Community College,Mount Pleasant,TX,3020,0.5133
College of Coastal Georgia,Brunswick,GA,2855,0.5133
Barry University,Miami,FL,4639,0.5132
Midway College,Midway,KY,1247,0.5132
ECPI College of Technology,Virginia Beach,VA,8190,0.5131
Abraham Baldwin Agricultural College,Tifton,GA,3159,0.5131
Northeastern State University,Tahlequah,OK,7344,0.5131
Shawnee State University,Portsmouth,OH,4314,0.513
Bowie State University,Bowie,MD,4247,0.513
City Colleges of Chicago-Harold Washington College,Chicago,IL,8530,0.5129
Central Oregon Community College,Bend,OR,6282,0.5128
Fisher College,Boston,MA,1230,0.5127
Rogue Community College,Grants Pass,OR,3230,0.5127
Goodwin College,East Hartford,CT,2769,0.5127
Chestnut Hill College,Philadelphia,PA,1535,0.5127
Gadsden State Community College,Gadsden,AL,6732,0.5126
Rockingham Community College,Wentworth,NC,2087,0.5126
East Central University,Ada,OK,3801,0.5126
Central Maine Community College,Auburn,ME,2531,0.5126
Delgado Community College,New Orleans,LA,13015,0.5125
Beaufort County Community College,Washington,NC,1744,0.5125
H Councill Trenholm State Technical College,Montgomery,AL,1670,0.5125
Kent State University at East Liverpool,East Liverpool,OH,1191,0.5125
Texas A & M University-Commerce,Commerce,TX,6827,0.5125
Fulton-Montgomery Community College,Johnstown,NY,2220,0.5125
Anthem College-Phoenix,Phoenix,AZ,2280,0.5123
Upper Iowa University,Fayette,IA,5042,0.5123
Xavier University of Louisiana,New Orleans,LA,2644,0.5122
Spokane Community College,Spokane,WA,4935,0.5122
Daytona State College,Daytona Beach,FL,12899,0.5121
American International College,Springfield,MA,1538,0.5121
Enterprise State Community College,Enterprise,AL,1984,0.5121
Zane State College,Zanesville,OH,1955,0.512
Youngstown State University,Youngstown,OH,11613,0.512
Everest College-Chicago,Chicago,IL,1539,0.5119
Pierpont Community and Technical College,Fairmont,WV,2413,0.5119
Saint Peter's University,Jersey City,NJ,2199,0.5119
Clark State Community College,Springfield,OH,4824,0.5119
Oglala Lakota College,Kyle,SD,1450,0.5119
West Virginia Northern Community College,Wheeling,WV,2164,0.5118
Western Piedmont Community College,Morganton,NC,2397,0.5117
Johnston Community College,Smithfield,NC,3603,0.5116
Copiah-Lincoln Community College,Wesson,MS,3559,0.5115
Isothermal Community College,Spindale,NC,1616,0.5115
University of Phoenix-Chicago Campus,Schaumburg,IL,1130,0.5114
Abraham Baldwin Agricultural College,Tifton,GA,3018,0.5114
University of the Virgin Islands,Charlotte Amalie,VI,2312,0.5113
Trident Technical College,Charleston,SC,15412,0.5113
University of Arkansas-Fort Smith,Fort Smith,AR,6677,0.5113
Greenfield Community College,Greenfield,MA,1980,0.5113
Xavier University of Louisiana,New Orleans,LA,2435,0.5112
Hesser College,Manchester,NH,4126,0.5112
Seminole State College of Florida,Sanford,FL,17810,0.5112
Regent University,Virginia Beach,VA,2286,0.5112
Kaplan College,North Hollywood,CA,1288,0.5111
The Art Institute of Pittsburgh,Pittsburgh,PA,2520,0.5111
Antelope Valley College,Lancaster,CA,12416,0.5111
Peirce College,Philadelphia,PA,2267,0.511
Wor-Wic Community College,Salisbury,MD,3418,0.511
Georgia Perimeter College,Decatur,GA,21704,0.511
St Thomas University,Miami Gardens,FL,1035,0.511
Halifax Community College,Weldon,NC,1569,0.5109
Tunxis Community College,Farmington,CT,3916,0.5109
Belhaven University,Jackson,MS,2487,0.5109
Murray State College,Tishomingo,OK,2444,0.5108
Mohawk Valley Community College,Utica,NY,5829,0.5108
International Academy of Design and Technology,Orlando,FL,1121,0.5107
The Art Institute of California-San Francisco,San Francisco,CA,1637,0.5106
Danville Area Community College,Danville,IL,2438,0.5106
Northwest Louisiana Technical College,Minden,LA,1495,0.5106
Jones County Junior College,Ellisville,MS,4443,0.5106
Johnson & Wales University-Charlotte,Charlotte,NC,2325,0.5106
The Art Institute of Portland,Portland,OR,1669,0.5105
Eastern Oregon University,La Grande,OR,3422,0.5105
North Central Michigan College,Petoskey,MI,2786,0.5104
Austin Peay State University,Clarksville,TN,9832,0.5104
Northern Essex Community College,Haverhill,MA,6746,0.5104
University of Bridgeport,Bridgeport,CT,2503,0.5103
Seminole State College,Seminole,OK,2182,0.5102
The New England Institute of Art,Brookline,MA,1052,0.5101
Ashford University,Clinton,IA,56977,0.51
South Arkansas Community College,El Dorado,AR,1306,0.51
The Art Institute of Colorado,Denver,CO,1972,0.5098
College of Coastal Georgia,Brunswick,GA,3356,0.5097
Tusculum College,Greeneville,TN,2019,0.5097
Mohave Community College,Kingman,AZ,4791,0.5097
George C Wallace State Community College-Dothan,Dothan,AL,4583,0.5096
CUNY City College,New York,NY,12213,0.5096
Terra State Community College,Fremont,OH,2339,0.5096
National Louis University,Chicago,IL,1378,0.5095
Porterville College,Porterville,CA,3627,0.5095
Arkansas Northeastern College,Blytheville,AR,1427,0.5095
Herkimer County Community College,Herkimer,NY,2436,0.5094
Pima Medical Institute,Mesa,AZ,1274,0.5093
Everest College-Renton,Renton,WA,1016,0.5093
Piedmont College,Demorest,GA,1281,0.5093
West Virginia University at Parkersburg,Parkersburg,WV,3750,0.5092
American Samoa Community College,Pago Pago,AS,1487,0.5092
Advanced Technology Institute,Virginia Beach,VA,1040,0.5091
Trinity Valley Community College,Athens,TX,4958,0.5091
Georgia State University,Atlanta,GA,24128,0.5089
Massachusetts College of Pharmacy and Health Sciences,Boston,MA,1180,0.5088
St. Mary's University,San Antonio,TX,2444,0.5088
SUNY College of Technology at Alfred,Alfred,NY,3494,0.5088
James H Faulkner State Community College,Bay Minette,AL,4258,0.5087
Mountain State University,Beckley,WV,4102,0.5086
Atlantic Cape Community College,Mays Landing,NJ,6762,0.5086
Ivy Tech Community College-Whitewater,Richmond,IN,2290,0.5085
Louisiana College,Pineville,LA,1137,0.5085
Liberty University,Lynchburg,VA,45781,0.5085
East Central Community College,Decatur,MS,2613,0.5084
The Art Institute of Las Vegas,Henderson,NV,1386,0.5084
Trinidad State Junior College,Trinidad,CO,1450,0.5084
Jackson State Community College,Jackson,TN,3712,0.5083
Universal Technical Institute - Dallas Fort Worth,Irving,TX,1006,0.5083
Fairmont State University,Fairmont,WV,4145,0.5081
Macon State College,Macon,GA,5523,0.508
University of Puerto Rico-Arecibo,Arecibo,PR,3488,0.508
North Central State College,Mansfield,OH,2479,0.508
Governors State University,University Park,IL,2900,0.5079
Gateway Technical College,Kenosha,WI,7295,0.5079
University of New Mexico-Valencia County Campus,Los Lunas,NM,1873,0.5078
Johnson State College,Johnson,VT,1604,0.5078
Ivy Tech Community College-East Central,Muncie,IN,8688,0.5077
Greenville Technical College,Greenville,SC,12087,0.5077
CUNY Brooklyn College,Brooklyn,NY,12125,0.5076
Big Bend Community College,Moses Lake,WA,1530,0.5076
University of Phoenix-North Florida Campus,Jacksonville,FL,1158,0.5075
CUNY Lehman College,Bronx,NY,8571,0.5074
University of Baltimore,Baltimore,MD,3230,0.5074
Oakwood University,Huntsville,AL,1947,0.5074
Wor-Wic Community College,Salisbury,MD,3090,0.5074
CUNY City College,New York,NY,11820,0.5073
Community College of Philadelphia,Philadelphia,PA,18541,0.5071
Mid-America Christian University,Oklahoma City,OK,2029,0.5071
Cleveland Community College,Shelby,NC,3123,0.5071
Mitchell Technical Institute,Mitchell,SD,1074,0.507
University of Bridgeport,Bridgeport,CT,2688,0.507
Bay de Noc Community College,Escanaba,MI,2024,0.507
Gadsden State Community College,Gadsden,AL,5367,0.5069
Gateway Community and Technical College,Florence,KY,3810,0.5069
Wichita Area Technical College,Wichita,KS,1613,0.5068
Forsyth Technical Community College,Winston Salem,NC,8642,0.5068
Cleveland State University,Cleveland,OH,11162,0.5067
John Wood Community College,Quincy,IL,2014,0.5066
Dixie State University,Saint George,UT,7659,0.5066
Oakwood University,Huntsville,AL,1854,0.5066
Bunker Hill Community College,Boston,MA,12535,0.5064
SUNY College at Buffalo,Buffalo,NY,9626,0.5063
Heart of Georgia Technical College,Dublin,GA,1532,0.5063
University of Phoenix-Central Valley Campus,Fresno,CA,2222,0.5063
College of Central Florida,Ocala,FL,7777,0.5063
Gallaudet University,Washington,DC,1097,0.5063
Strayer University-District of Columbia,Washington,DC,1395,0.5062
Morehouse College,Atlanta,GA,2372,0.5062
Buena Vista University,Storm Lake,IA,2296,0.5061
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,3391,0.5061
West Shore Community College,Scottville,MI,1167,0.5061
Jones International University,Centennial,CO,1679,0.5059
Eastwick College,Ramsey,NJ,1046,0.5058
Beaufort County Community College,Washington,NC,1753,0.5057
State Fair Community College,Sedalia,MO,4383,0.5057
McMurry University,Abilene,TX,1336,0.5057
Lincoln Memorial University,Harrogate,TN,1632,0.5057
South Plains College,Levelland,TX,7214,0.5055
Ivy Tech Community College-Northeast,Fort Wayne,IN,10429,0.5055
Computer Systems Institute,Skokie,IL,2154,0.5055
Johnson State College,Johnson,VT,1628,0.5054
Aiken Technical College,Graniteville,SC,3036,0.5054
Everest Institute-Austin,Austin,TX,1490,0.5053
Connors State College,Warner,OK,2563,0.5053
Central Oregon Community College,Bend,OR,6404,0.5053
University of Arkansas-Fort Smith,Fort Smith,AR,6508,0.5053
Florence-Darlington Technical College,Florence,SC,5137,0.5052
North Florida Community College,Madison,FL,1168,0.5052
Macon State College,Macon,GA,5538,0.5051
Indiana Institute of Technology,Fort Wayne,IN,3918,0.505
California State University-Sacramento,Sacramento,CA,25991,0.505
Central Pennsylvania College,Summerdale,PA,1495,0.5049
Atlantic Cape Community College,Mays Landing,NJ,6935,0.5049
Eastern Oregon University,La Grande,OR,3596,0.5049
South Mountain Community College,Phoenix,AZ,3980,0.5049
Wyotech-Laramie,Laramie,WY,1462,0.5049
CUNY Borough of Manhattan Community College,New York,NY,21118,0.5048
Heald College-Concord,Concord,CA,1106,0.5048
Hopkinsville Community College,Hopkinsville,KY,3594,0.5047
Everest Institute-San Antonio,San Antonio,TX,1135,0.5047
Saint Paul College - A Community and Technical College,Saint Paul,MN,4804,0.5046
Florence-Darlington Technical College,Florence,SC,4339,0.5046
Berkeley College,New York,NY,4392,0.5045
Johnson & Wales University-Charlotte,Charlotte,NC,2401,0.5045
Baker College of Port Huron,Port Huron,MI,1667,0.5044
Wyotech-Fremont,Fremont,CA,2015,0.5044
Rockingham Community College,Wentworth,NC,1874,0.5043
Long Island University-Brooklyn Campus,Brooklyn,NY,4873,0.5042
University of North Carolina at Pembroke,Pembroke,NC,5871,0.5042
California State University-San Bernardino,San Bernardino,CA,13575,0.5041
Minnesota State College-Southeast Technical,Winona,MN,1875,0.5041
Lorain County Community College,Elyria,OH,11183,0.504
Ogeechee Technical College,Statesboro,GA,2260,0.5039
Universal Technical Institute of Texas Inc.,Houston,TX,2097,0.5039
National Park Community College,Hot Springs,AR,3336,0.5038
University of Dubuque,Dubuque,IA,1674,0.5038
John Wood Community College,Quincy,IL,1886,0.5038
Kean University,Union,NJ,10907,0.5037
University of South Florida Sarasota-Manatee,Sarasota,FL,1713,0.5037
John Wood Community College,Quincy,IL,1638,0.5037
University of Arkansas Community College-Hope,Hope,AR,1307,0.5036
North Central Missouri College,Trenton,MO,1350,0.5036
Springfield Technical Community College,Springfield,MA,6307,0.5035
West Shore Community College,Scottville,MI,1229,0.5035
Saint Xavier University,Chicago,IL,2820,0.5035
Wayne State University,Detroit,MI,18531,0.5035
Fulton-Montgomery Community College,Johnstown,NY,2240,0.5035
Kanawha Valley Community and Technical College,Institute,WV,1570,0.5034
Delaware State University,Dover,DE,3719,0.5034
University of Northwestern Ohio,Lima,OH,4104,0.5034
Aveda Institute-Covington,Covington,LA,1707,0.5034
Keuka College,Keuka Park,NY,1626,0.5033
Iowa Western Community College,Council Bluffs,IA,5484,0.5032
University of Mobile,Mobile,AL,1472,0.5032
Lourdes College,Sylvania,OH,1965,0.5031
The Illinois Institute of Art-Schaumburg,Schaumburg,IL,1351,0.5031
Everest Institute-Jonesboro,Jonesboro,GA,1255,0.503
East Arkansas Community College,Forrest City,AR,1030,0.5029
Adams State University,Alamosa,CO,2227,0.5029
Baker College of Clinton Township,Clinton Township,MI,5589,0.5028
Galen College of Nursing-Louisville,Louisville,KY,1087,0.5028
Sullivan University,Louisville,KY,3404,0.5028
Texas A & M University-Commerce,Commerce,TX,6618,0.5027
American International College,Springfield,MA,1513,0.5027
Alpena Community College,Alpena,MI,1788,0.5026
Governors State University,University Park,IL,3101,0.5026
Ohio University-Southern Campus,Ironton,OH,1841,0.5026
